priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,addr,_package,_class,_method
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aCustomHeaders,customHeaders()Lcom/helger/commons/http/HttpHeaderMap;,857,857,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.customHeaders
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,getReceiverCertificate()Ljava/security/cert/X509Certificate;,388,388,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getReceiverCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,setReceiverCertificate(Ljava/security/cert/X509Certificate;)Lcom/helger/as2lib/client/AS2ClientSettings;,403,403,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.setReceiverCertificate
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.client.AS2ClientSettings,NO_FIELD,NO_METHOD,80,908,1,SnVI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.client.AS2ClientSettings,m_aHttpIncomingDumper,NO_METHOD,-1,-1,1,Se,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread,m_aOwner,<init>(Lcom/helger/as2lib/processor/receiver/AbstractActiveNetModule;Ljava/lang/String;I)V,363,363,0,EI2,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2Client,m_aHttpProxy,getHttpProxy()Ljava/net/Proxy;,112,112,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.getHttpProxy
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2Client,m_aHttpProxy,setHttpProxy(Ljava/net/Proxy;)Lcom/helger/as2lib/client/AS2Client;,125,125,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.setHttpProxy
M,D,REC_CATCH_EXCEPTION,com.helger.as2lib.client.AS2Client,NO_FIELD,sendSynchronous(Lcom/helger/as2lib/client/AS2ClientSettings;Lcom/helger/as2lib/client/AS2ClientRequest;)Lcom/helger/as2lib/client/AS2ClientResponse;,448,448,0,REC,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.sendSynchronous
M,D,NP_LOAD_OF_KNOWN_NULL_VALUE,com.helger.as2lib.params.DateParameters,NO_FIELD,getParameter(Ljava/lang/String;)Ljava/lang/String;,57,57,0,NP,com.helger.as2lib.params,com.helger.as2lib.params.DateParameters,com.helger.as2lib.params.DateParameters.getParameter
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.DateParameters,NO_FIELD,NO_METHOD,40,59,1,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.DateParameters,com.helger.as2lib.params.DateParameters.NO_METHOD
M,C,TQ_NEVER_VALUE_USED_WHERE_ALWAYS_REQUIRED,com.helger.as2lib.processor.sender.AbstractSenderModule,NO_FIELD,getRetryCount(Lcom/helger/as2lib/partner/Partnership;Ljava/util/Map;)I,117,117,0,TQ,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AbstractSenderModule,com.helger.as2lib.processor.sender.AbstractSenderModule.getRetryCount
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,decrypt(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,256,256,1,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.decrypt
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,verify(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,333,333,1,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.verify
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.RandomParameters,NO_FIELD,NO_METHOD,40,75,0,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.RandomParameters,com.helger.as2lib.params.RandomParameters.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory,NO_FIELD,NO_METHOD,50,83,0,SnVI,com.helger.as2lib.partner.xml,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory.NO_METHOD
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.helger.as2lib.util.http.AS2HttpClient,NO_FIELD,send(Ljava/io/InputStream;Lcom/helger/mail/cte/EContentTransferEncoding;Lcom/helger/as2lib/util/dump/IHTTPOutgoingDumper;)J,173,173,0,SIC,com.helger.as2lib.util.http,com.helger.as2lib.util.http.AS2HttpClient,com.helger.as2lib.util.http.AS2HttpClient.send
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aExecutionDuration,getAsString()Ljava/lang/String;,268,268,0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aThrowable,getAsString()Ljava/lang/String;,264,264,0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,B,NM_CONFUSING,com.helger.as2lib.client.AS2ClientSettings,NO_FIELD,getAsyncMDNUrl()Ljava/lang/String;,636,636,0,Nm,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getAsyncMDNUrl
M,V,EI_EXPOSE_REP,com.helger.as2.cmdprocessor.AbstractCommandProcessor,m_aAttrs,attrs()Lcom/helger/commons/collection/attr/StringMap;,66,66,0,EI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.AbstractCommandProcessor,com.helger.as2.cmdprocessor.AbstractCommandProcessor.attrs
H,D,NP_METHOD_RETURN_RELAXING_ANNOTATION,com.helger.as2.cmd.AbstractCommand,NO_FIELD,getName()Ljava/lang/String;,77,77,0,NP,com.helger.as2.cmd,com.helger.as2.cmd.AbstractCommand,com.helger.as2.cmd.AbstractCommand.getName
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.BaseCommandRegistry,NO_FIELD,NO_METHOD,46,69,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.BaseCommandRegistry,com.helger.as2.cmd.BaseCommandRegistry.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.util.FileMonitor,m_aListeners,getListeners()Lcom/helger/commons/collection/impl/ICommonsList;,126,126,0,EI,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.getListeners
M,V,EI_EXPOSE_REP2,com.helger.as2.util.FileMonitor,m_aListeners,setListeners(Lcom/helger/commons/collection/impl/ICommonsList;)V,118,118,0,EI2,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.setListeners
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2.util.FileMonitor,NO_FIELD,<init>(Ljava/io/File;I)V,62,62,0,MC,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.<init>
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2.util.FileMonitor,NO_FIELD,<init>(Ljava/io/File;I)V,62,62,0,MC,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.<init>
M,V,EI_EXPOSE_REP2,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,setFileMonitor(Lcom/helger/as2/util/FileMonitor;)V,66,66,0,EI2,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.setFileMonitor
M,V,EI_EXPOSE_REP,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,getFileMonitor()Lcom/helger/as2/util/FileMonitor;,89,89,0,EI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.getFileMonitor
M,D,SF_SWITCH_NO_DEFAULT,com.helger.as2.app.cert.ServerCertificateFactory,NO_FIELD,onFileMonitorEvent(Lcom/helger/as2/util/FileMonitor;Ljava/io/File;Lcom/helger/as2/util/EFileMonitorEvent;)V,94,105,0,SF,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.onFileMonitorEvent
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.cert.ServerCertificateFactory,NO_FIELD,NO_METHOD,50,122,0,SnVI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.cert.ServerPKCS12CertificateFactory,NO_FIELD,NO_METHOD,44,52,0,SnVI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerPKCS12CertificateFactory,com.helger.as2.app.cert.ServerPKCS12CertificateFactory.NO_METHOD
M,V,MS_EXPOSE_REP,com.helger.as2.cmd.CommandManager,s_aDefaultManager,getCmdManager()Lcom/helger/as2/cmd/CommandManager;,57,57,0,MS,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getCmdManager
M,V,EI_EXPOSE_REP2,com.helger.as2.cmd.CommandManager,m_aProcessors,setProcessors(Lcom/helger/commons/collection/impl/ICommonsList;)V,62,62,0,EI2,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.setProcessors
M,V,EI_EXPOSE_REP,com.helger.as2.cmd.CommandManager,m_aProcessors,getProcessors()Lcom/helger/commons/collection/impl/ICommonsList;,69,69,0,EI,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getProcessors
L,M,LI_LAZY_INIT_STATIC,com.helger.as2.cmd.CommandManager,s_aDefaultManager,getCmdManager()Lcom/helger/as2/cmd/CommandManager;,55,56,0,LI,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getCmdManager
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.DeletePartnershipCommand,NO_FIELD,NO_METHOD,46,83,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.DeletePartnershipCommand,com.helger.as2.cmd.partner.DeletePartnershipCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.app.session.AS2ServerXMLSession,m_aCmdManager,getCommandManager()Lcom/helger/as2/cmd/CommandManager;,106,106,0,EI,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.getCommandManager
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.session.AS2ServerXMLSession,NO_FIELD,NO_METHOD,80,225,0,SnVI,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.session.AS2ServerXMLSession,m_aCmdManager,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.cmd.MultiCommand,m_aCmds,getCommands()Lcom/helger/commons/collection/impl/ICommonsList;,77,77,0,EI,com.helger.as2.cmd,com.helger.as2.cmd.MultiCommand,com.helger.as2.cmd.MultiCommand.getCommands
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.MultiCommand,NO_FIELD,NO_METHOD,47,142,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.MultiCommand,com.helger.as2.cmd.MultiCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.XMLCommandRegistry,NO_FIELD,NO_METHOD,51,126,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.XMLCommandRegistry,com.helger.as2.cmd.XMLCommandRegistry.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,NO_FIELD,NO_METHOD,48,109,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand.NO_METHOD
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,NO_FIELD,_importCert(Lcom/helger/as2lib/cert/IAliasedCertificateFactory;Ljava/lang/String;Ljava/lang/String;)Lcom/helger/as2/cmd/CommandResult;,90,90,0,Dm,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand._importCert
L,I,DM_CONVERT_CASE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,193,193,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,NO_METHOD,81,254,0,SnVI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aReader,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aWriter,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
L,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aSSLServerSocket,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aParser,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
L,D,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,initDynamicComponent(Lcom/helger/as2lib/session/IAS2Session;Lcom/helger/commons/collection/attr/IStringMap;)V,129,129,0,BC,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.initDynamicComponent
L,D,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,164,164,0,BC,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,168,168,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,167,167,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ListPartnersCommand,NO_FIELD,NO_METHOD,45,77,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ListPartnersCommand,com.helger.as2.cmd.partner.ListPartnersCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aWriter,getWriter()Ljava/io/BufferedWriter;,100,100,0,EI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.getWriter
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,NO_METHOD,76,200,0,SnVI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aReader,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aWriter,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,<init>()V,84,84,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.<init>
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,<init>()V,83,83,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.DeletePartnerCommand,NO_FIELD,NO_METHOD,48,88,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.DeletePartnerCommand,com.helger.as2.cmd.partner.DeletePartnerCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.AddPartnerCommand,NO_FIELD,NO_METHOD,50,107,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.AddPartnerCommand,com.helger.as2.cmd.partner.AddPartnerCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.StorePartnershipsCommand,NO_FIELD,NO_METHOD,47,87,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.StorePartnershipsCommand,com.helger.as2.cmd.partner.StorePartnershipsCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ViewPartnershipCommand,NO_FIELD,NO_METHOD,46,80,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ViewPartnershipCommand,com.helger.as2.cmd.partner.ViewPartnershipCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ViewCertCommand,NO_FIELD,NO_METHOD,47,76,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ViewCertCommand,com.helger.as2.cmd.cert.ViewCertCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.AddPartnershipCommand,NO_FIELD,NO_METHOD,50,127,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.AddPartnershipCommand,com.helger.as2.cmd.partner.AddPartnershipCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ImportCertCommand,NO_FIELD,NO_METHOD,58,171,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertCommand,com.helger.as2.cmd.cert.ImportCertCommand.NO_METHOD
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2.cmd.cert.ImportCertCommand,NO_FIELD,importPrivateKey(Lcom/helger/security/keystore/IKeyStoreType;Lcom/helger/as2lib/cert/IAliasedCertificateFactory;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/helger/as2/cmd/CommandResult;,149,171,0,THROWS,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertCommand,com.helger.as2.cmd.cert.ImportCertCommand.importPrivateKey
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.RefreshPartnershipsCommand,NO_FIELD,NO_METHOD,45,83,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.RefreshPartnershipsCommand,com.helger.as2.cmd.partner.RefreshPartnershipsCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,m_aFileMonitor,getFileMonitor()Lcom/helger/as2/util/FileMonitor;,94,94,0,EI,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.getFileMonitor
M,V,EI_EXPOSE_REP2,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,m_aFileMonitor,setFileMonitor(Lcom/helger/as2/util/FileMonitor;)V,69,69,0,EI2,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.setFileMonitor
M,D,SF_SWITCH_NO_DEFAULT,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,NO_FIELD,onFileMonitorEvent(Lcom/helger/as2/util/FileMonitor;Ljava/io/File;Lcom/helger/as2/util/EFileMonitorEvent;)V,99,110,0,SF,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.onFileMonitorEvent
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,NO_FIELD,NO_METHOD,59,129,0,SnVI,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,m_aFileMonitor,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ListPartnershipsCommand,NO_FIELD,NO_METHOD,45,76,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ListPartnershipsCommand,com.helger.as2.cmd.partner.ListPartnershipsCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ListCertCommand,NO_FIELD,NO_METHOD,43,74,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ListCertCommand,com.helger.as2.cmd.cert.ListCertCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ViewPartnerCommand,NO_FIELD,NO_METHOD,46,81,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ViewPartnerCommand,com.helger.as2.cmd.partner.ViewPartnerCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.DeleteCertCommand,NO_FIELD,NO_METHOD,40,70,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.DeleteCertCommand,com.helger.as2.cmd.cert.DeleteCertCommand.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2.app.partner.ServerXMLPartnershipFactory,m_aFileMonitor,setFileMonitor(Lcom/helger/as2/util/FileMonitor;)V,68,68,0,EI2,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerXMLPartnershipFactory,com.helger.as2.app.partner.ServerXMLPartnershipFactory.setFileMonitor
M,V,EI_EXPOSE_REP,com.helger.as2.app.partner.ServerXMLPartnershipFactory,m_aFileMonitor,getFileMonitor()Lcom/helger/as2/util/FileMonitor;,93,93,0,EI,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerXMLPartnershipFactory,com.helger.as2.app.partner.ServerXMLPartnershipFactory.getFileMonitor
M,D,SF_SWITCH_NO_DEFAULT,com.helger.as2.app.partner.ServerXMLPartnershipFactory,NO_FIELD,onFileMonitorEvent(Lcom/helger/as2/util/FileMonitor;Ljava/io/File;Lcom/helger/as2/util/EFileMonitorEvent;)V,98,109,0,SF,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerXMLPartnershipFactory,com.helger.as2.app.partner.ServerXMLPartnershipFactory.onFileMonitorEvent
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.partner.ServerXMLPartnershipFactory,NO_FIELD,NO_METHOD,59,128,0,SnVI,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerXMLPartnershipFactory,com.helger.as2.app.partner.ServerXMLPartnershipFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.partner.ServerXMLPartnershipFactory,m_aFileMonitor,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerXMLPartnershipFactory,com.helger.as2.app.partner.ServerXMLPartnershipFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ClearCertsCommand,NO_FIELD,NO_METHOD,40,65,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ClearCertsCommand,com.helger.as2.cmd.cert.ClearCertsCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.AS2ReceiveServlet,NO_FIELD,NO_METHOD,35,44,0,SnVI,com.helger.as2servlet,com.helger.as2servlet.AS2ReceiveServlet,com.helger.as2servlet.AS2ReceiveServlet.NO_METHOD
